"id","type","tags","lat","lon","nds","members","changeset","timestamp","uid","user","version"
"4129799663","node","{amenity=veterinary}","-27.4542055","153.1637717","[]","[]","95320211","2020-12-05 00:44:54.000","10450084","nholyoak","2"
"4320481622","node","{name=Greencross Vet, amenity=veterinary}","-27.6445812","152.8722835","[]","[]","42140278","2016-09-14 04:51:44.000","4281750","Vorsath","3"
"5151680711","node","{name=Warner Vet, opening_hours=Mo-Fr 07:00-19:00; Sa 07:00-13:00; Su off, amenity=veterinary}","-27.3057112","152.9361058","[]","[]","98148346","2021-01-25 23:52:30.000","3518422","DirkVK","3"
"3377504116","node","{addr:suburb=Birkdale, addr:housenumber=106, website=https://www.birkdalevet.com.au/, addr:state=QLD, amenity=veterinary, name=Birkdale Veterinary Clinic, addr:street=Birkdale Road, addr:postcode=4159, start_date=2003}","-27.4961176","153.2123010","[]","[]","143048958","2023-10-24 06:43:46.000","7644291","Tech Dec","2"
"5219780249","node","{name=Eatons Hill Veterinary Surgery, amenity=veterinary}","-27.3365397","152.9617689","[]","[]","53639746","2017-11-09 13:51:42.000","1293194","nevw","1"
"5602017747","node","{name=The Cat Clinic.com.au, amenity=veterinary}","-27.4149477","153.0486958","[]","[]","58754861","2018-05-07 11:08:50.000","349913","Peter W34","1"
"6235359110","node","{website=https://mtgravattvet.com/, addr:state=QLD, amenity=veterinary, addr:postcode=4122, operator=Kylie Barba, addr:city=Brisbane, survey:date=2018-12-14, addr:suburb=Wishart, addr:housenumber=181, phone=+61 7 3349 9033, name=Mt Gravatt Veterinary Clinic, opening_hours=Mo-Fr 08:00-18:00, addr:street=Ham Road, email=mtgravattvet@gmail.com}","-27.5456811","153.1044323","[]","[]","130814558","2023-01-03 07:37:24.000","8085973","Lejun","4"
"4959719340","node","{name=MyVet, website=https://myvetspringfieldlakes.com.au/, amenity=veterinary}","-27.6697438","152.9158284","[]","[]","128930203","2022-11-15 09:59:19.000","4281750","Vorsath","4"
"4968240597","node","{name=Tailored Paws, addr:housenumber=2095, addr:street=Moggill Road, addr:postcode=4069, amenity=veterinary}","-27.5093155","152.9376570","[]","[]","54919499","2017-12-26 02:51:46.000","4637308","joel7","3"
"8274936222","node","{brand:wikidata=Q41179992, name=Greencross Vets, brand=Greencross Vets, amenity=veterinary}","-27.6088912","152.7611962","[]","[]","138322598","2023-07-10 06:42:45.000","12410356","jd800","2"
"8955626510","node","{website=https://www.algestervet.com/, addr:state=QLD, amenity=veterinary, addr:postcode=4115, operator=Nicole Hutchinson, addr:suburb=Algester, addr:housenumber=188, phone=+61 7 3273 4066, name=Algester Vet, opening_hours=Mo-Fr 08:00-18:00, addr:street=Algester Road, email=algestervet@gmail.com}","-27.6130759","153.0400769","[]","[]","130974781","2023-01-07 10:09:18.000","8085973","Lejun","3"
"8955665227","node","{website=https://montyandminx.com.au/, addr:state=QLD, amenity=veterinary, addr:postcode=4116, operator=Swasi Singh, addr:suburb=Calamvale, addr:housenumber=3/692, phone=+61 7 3272 6844, name=Monty and Minx Calamvale Vet Clinic, opening_hours=Mo-Fr 08:00-18:00, addr:street=Compton Road, email=info@montyandminx.com.au}","-27.6116077","153.0517885","[]","[]","109000124","2021-08-02 05:36:46.000","712752","tastrax","2"
"9742637310","node","{addr:suburb=Beenleigh, wheelchair=limited, addr:housenumber=2A, addr:state=QLD, amenity=veterinary, name=Beenleigh Veterinary Hospital, addr:street=George Street, addr:postcode=4207, addr:city=Logan}","-27.7153218","153.1945395","[]","[]","121038175","2022-05-16 07:54:32.000","349913","Peter W34","2"
"5795024465","node","{amenity=veterinary}","-27.5309664","152.9130373","[]","[]","61181395","2018-07-30 05:58:17.000","4637308","joel7","1"
"11045532292","node","{name=Vet Love, wheelchair=yes, amenity=veterinary}","-27.6048226","153.0903841","[]","[]","138484898","2023-07-14 01:28:13.000","349913","Peter W34","1"
"9269834013","node","{amenity=veterinary}","-27.6101367","152.7901066","[]","[]","114029339","2021-11-20 14:32:48.000","12410356","jd800","1"
"5395026628","node","{name=Greencross Vets, amenity=veterinary}","-27.5090113","152.9472975","[]","[]","56137997","2018-02-07 05:33:11.000","4637308","joel7","1"
"5201411552","node","{amenity=veterinary}","-27.5085315","152.9380432","[]","[]","53385432","2017-10-31 06:19:10.000","4637308","joel7","2"
"6075577951","node","{name=Brisbane Veterinary Specialist Clinic, amenity=veterinary}","-27.3607383","152.9710895","[]","[]","64685921","2018-11-20 08:15:00.000","8990946","brazen00","1"
"9470308714","node","{name=The Cat Clinic, opening_hours=Mo-Fr 07:00-19:00, Sa 08:00-16:00, Su 08:00-12:00, website=https://thecatclinic.com.au/, phone=+61 7 3349 0811, amenity=veterinary}","-27.5354598","153.0894544","[]","[]","116942501","2022-02-03 02:45:11.000","461130","Fizzie41","1"
"7995916500","node","{website=https://www.westendvet.com.au/, phone=+61 7 3846 4700, amenity=veterinary, name=West End Veterinary Surgery, opening_hours=Mo-Fr 08:00-18:00, email=info@westendvet.com.au}","-27.4830477","153.0115426","[]","[]","143992672","2023-11-14 02:51:09.000","2622285","TheSwavu","3"
"5270998556","node","{amenity=veterinary}","-27.5211087","152.9756620","[]","[]","54446130","2017-12-08 00:34:56.000","4637308","joel7","1"
"8038859901","node","{addr:suburb=Victoria Point, addr:housenumber=15, website=https://vpvh.com.au/, phone=+61 7 3207 8023, addr:state=QLD, amenity=veterinary, name=Victoria Point Veterinary Hospital, addr:street=Bunker Road, addr:postcode=4165, addr:unit=7, operator=Victoria Point Veterinary Hospital}","-27.5855371","153.2788235","[]","[]","122981839","2022-06-29 04:50:36.000","7644291","Tech Dec","3"
"9196226982","node","{amenity=veterinary}","-27.5695870","152.7930048","[]","[]","112883969","2021-10-23 18:21:17.000","12410356","jd800","1"
"9012619657","node","{name=Vepalabs, amenity=veterinary}","-27.4769186","153.0071309","[]","[]","109776970","2021-08-16 23:39:40.000","531354","stragu","1"
"6726765917","node","{amenity=veterinary, source=Brisbane City Council;local knowledge, addr:postcode=4101, operator=Dr Nic Cher, source:date=2018-12-14, addr:city=Brisbane, addr:suburb=West End, addr:housenumber=156, phone=+61 7 3846 0043, name=South Brisbane Vet, opening_hours=Mo-Fr 08:30-17:30 Sat 08:30-13:00, addr:street=Hardgrave Road, email=southbrisbanevet@gmail.com}","-27.4856902","153.0064614","[]","[]","143764771","2023-11-08 06:35:29.000","712752","tastrax","4"
"6612640138","node","{name=Fortude valley vet, opening_hours=Mo-Fr 08:30-17:00; Sa 08:30-13:00, phone=+61 7 3216 0045, amenity=veterinary, boarding=yes}","-27.4529057","153.0386675","[]","[]","72225452","2019-07-14 07:33:35.000","313448","ConsEbt","1"
"7085882962","node","{brand:wikidata=Q41179992, amenity=veterinary, name=Greencross Vets, opening_hours=Mo-Fr 08:00-18:00; Sa 08:00-17:00, branch=Cleveland, brand=Greencross Vets}","-27.5232984","153.2552362","[]","[]","123675675","2022-07-16 05:33:42.000","7644291","Tech Dec","4"
"5166878542","node","{amenity=veterinary}","-27.5347304","152.9487952","[]","[]","52916735","2017-10-14 06:36:03.000","4637308","joel7","1"
"5629700801","node","{name=Bellbowrie Vet, amenity=veterinary}","-27.5618067","152.8875828","[]","[]","61701030","2018-08-16 02:00:44.000","4637308","joel7","3"
"6282193926","node","{amenity=veterinary}","-27.7804884","153.3640256","[]","[]","67245562","2019-02-16 05:37:46.000","20958","John Sinclair","1"
"9721864492","node","{name=Greencross Vets, wheelchair=yes, level=1, brand=Greencross Vets, amenity=veterinary}","-27.7160108","153.2046872","[]","[]","131981198","2023-02-01 22:50:04.000","349913","Peter W34","3"
"9027760007","node","{addr:suburb=Peak Crossing, addr:housenumber=31, website=http://www.peakvet.com.au/, phone=+61 7 5467 2277, addr:state=QLD, amenity=veterinary, name=Peak Vets, addr:street=Fassifern Street, addr:postcode=4306}","-27.7843147","152.7303947","[]","[]","110091664","2021-08-23 06:17:40.000","461130","Fizzie41","1"
"4857368600","node","{name=SuperVets, amenity=veterinary}","-27.4676105","153.1538872","[]","[]","48725409","2017-05-16 09:30:43.000","5920002","TeeHee88","1"
"10694430324","node","{brand:wikidata=Q106540748, website=https://www.bestfriendspets.com.au/services/our-vet, addr:state=QLD, amenity=veterinary, addr:postcode=4109, addr:suburb=Macgregor, addr:housenumber=587, phone=+61 7 3420 2855, name=Our Vet, opening_hours=Mo-Fr 09:00-17:30; Th 09:00-18:00; Sa 09:00-17:00, addr:street=Kessels Road, brand=Best Friends}","-27.5629584","153.0731723","[]","[]","133033825","2023-02-26 09:16:29.000","12732126","Scottie0001","1"
"11160451691","node","{name=City Vet, amenity=veterinary}","-27.6892627","153.1362474","[]","[]","140671607","2023-09-01 10:03:00.000","1122112","B22789","1"
"5614912421","node","{addr:housenumber=1, phone=+61 7 3807 3699, addr:state=QLD, amenity=veterinary, name=Windaroo Veterinary Hospital, addr:street=Janine Drive, addr:postcode=4207, addr:city=Logan City}","-27.7337971","153.1924991","[]","[]","121127537","2022-05-18 06:10:52.000","349913","Peter W34","3"
"7287249211","node","{amenity=veterinary}","-27.6445328","153.1538627","[]","[]","82089671","2020-03-12 04:30:44.000","2949441","map nut","1"
"11090780374","node","{website=https://www.healthypetbehaviourvet.com.au/, addr:state=QLD, amenity=veterinary, addr:postcode=4054, addr:unit=10, addr:suburb=Arana Hills, addr:housenumber=1, phone=+61 7 3569 6830, check_date=2023-08-05, name=Healthy Vet Behaviour Services, opening_hours=Mo-Th 09:00-16:00, addr:street=Patricks Road, email=info@healthypetbehaviourvet.com.au}","-27.3984440","152.9605268","[]","[]","143736814","2023-11-07 13:17:06.000","12732126","Scottie0001","2"
"11092838513","node","{website=https://pawprintvet.com.au/, addr:state=QLD, amenity=veterinary, addr:postcode=4053, addr:unit=1, addr:suburb=Stafford, addr:housenumber=267, phone=+61 7 3352 3606, check_date=2023-08-06, name=Pawprint Veterinary Practice, opening_hours=Mo-Fr 08:00-18:00; Sa 08:00-13:00, addr:street=Stafford Road}","-27.4107290","153.0202592","[]","[]","143765326","2023-11-08 06:53:44.000","712752","tastrax","2"
"10246020909","node","{website=https://vetlove.com.au/location/vetlove-southside/, level=0, phone=+61 7 3133 1175, amenity=veterinary, name=VetLove Southside, opening_hours=Mo-Fr 08:00-18:00, addr:unit=3}","-27.6735364","153.1845180","[]","[]","144320260","2023-11-22 10:31:41.000","349913","Peter W34","3"
"8824722603","node","{brand:wikidata=Q41179992, addr:housenumber=155, phone=+61 7 3390 3555, amenity=veterinary, name=Greencross Vets, opening_hours=Mo-Fr 07:00-18:00, Sa 08:00-12:00, addr:street=Old Cleveland Road, branch=Capalaba Animal Hospital, brand=Greencross Vets}","-27.5211228","153.1957998","[]","[]","143992672","2023-11-14 02:51:09.000","2622285","TheSwavu","3"
"10012389165","node","{name=Cat Specialist Services, wheelchair=yes, amenity=veterinary}","-27.6142741","153.1223785","[]","[]","147118647","2024-02-06 05:10:20.000","349913","Peter W34","3"
"10012389169","node","{name=Veterinary Specialist Services, wheelchair=yes, amenity=veterinary}","-27.6143129","153.1227628","[]","[]","125998477","2022-09-09 23:01:55.000","349913","Peter W34","1"
"10987408437","node","{name=Greater Springfield Veterinary, branch=Augustine Heights, amenity=veterinary}","-27.6701985","152.8923904","[]","[]","137497841","2023-06-19 02:48:53.000","4281750","Vorsath","1"
"10993967324","node","{name=Greater Springfield Veterinary, branch=Eden's Crossing, amenity=veterinary}","-27.6687546","152.8417755","[]","[]","137586719","2023-06-21 05:09:02.000","4281750","Vorsath","1"
"9919244212","node","{brand:wikidata=Q41179992, addr:suburb=Mount Gravatt, addr:housenumber=1290, addr:state=QLD, amenity=veterinary, name=Greencross Vets, addr:street=Logan Road, addr:postcode=4122, brand=Greencross Vets}","-27.5314193","153.0742797","[]","[]","124233608","2022-07-29 14:06:08.000","7644291","Tech Dec","1"
"9919260006","node","{brand:wikidata=Q41179992, addr:suburb=Wishart, addr:housenumber=224, addr:state=QLD, amenity=veterinary, name=Greencross Vets, addr:street=Wishart Road, addr:postcode=4122, brand=Greencross Vets}","-27.5470215","153.0926099","[]","[]","124233882","2022-07-29 14:12:55.000","7644291","Tech Dec","1"
